,tv_model,category,price,dimension,discounted,discount_rate,reviews,brand,num_of_reviews
341,"SHARP - Smart TV LED ANDROID UHD 4K 50"" 50DL2EA-Nero",Tv 4K,"€ 439,00",Dimensione schermo-pollici : 50 pollici,True,-8.0%,[],SHARP ,0
342,"PHILIPS - Smart TV OLED UHD 4K 48"" 48OLED857/12-Black",Tv 4K,"€ 1.238,00",Dimensione schermo-pollici : 48 pollici,True,-17.0%,"["" I miei precedenti tv erano tutti Philips Ambilight, con questo modello salto ulteriore di qualita' ""]",PHILIPS ,1
343,"SAMSUNG - Smart TV NEO QLED UHD 4K 75"" QE75QN95CATXZT-SLATE BLACK",Tv Qled,"€ 4.499,00",Dimensione schermo-pollici : 75 pollici,False,,[],SAMSUNG ,0
344,"SAMSUNG - Smart TV NEO QLED UHD 4K 65"" QE65QN95CATXZT-SLATE BLACK",Tv Qled,"€ 3.599,00",Dimensione schermo-pollici : 65 pollici,False,,[],SAMSUNG ,0
345,"SHARP - TV LED HD READY 32"" 32BI2EAW-Bianco",Smart TV,"€ 229,00",Dimensione schermo-pollici : 32 pollici,False,,[],SHARP ,0
346,"TCL - Smart TV Q-LED 4K 55"" 55C725",Tv Qled,"€ 449,00",Dimensione schermo-pollici : 55 pollici,True,-36.0%,"[' Livraison Boulanger impeccable, rapide est très pro.Belle couleurs, réglage beaucoup trop lumineux par défaut (ça faisait mal aux yeux dans le noir), après plusieurs soirées de réglages je suis presque arrivé à ce que j\'attendais (je désactive tout ce qui est ""dynamique"", couleur, luminosité, mouvements...), mais ça reste sensible pour trouver le juste milieu de manière à garder les nuances de gris sombre jusqu\'au vrai noir, on passe vite au tout noir.Deux télécommandes c\'est top (une grande et une petite simplifiée).Le plus gros bémol par rapport à mon ancien LCD Sony de 14 ans, les angles de visions réduits, qui justement rendent les noirs légèrement gris. ', "" « Je dépose cet avis dans le cadre de ma participation au Jeu trade de TCL. » Je l’ai depuis 4 jours et je suis bluffé par l'image.Les réglages sont faciles et intuitifs. Le son Onkyo est plus que correct par rapport à la concurrence.Pour le prix, on a un magnifique écran QLED.Android TV a tout ce qu'il faut pour profiter pleinement de ses abonnements aux différentes plateformes de streaming vidéo.C'est la première fois que j'essaie la marque TCL et, pour l'instant, je suis très satisfait.Reste à voir la durée de vie que je souhaite très longue. Impossible de juger pour l'instant. "", "" Je suis plutôt satisfaite de mon achat, la mise en service est un peu complexe. J'ai 64 ans ceci explique certainement cela.J'ai malgré tout réussit les réglages, je l'ai connecté à internet et tout fonctionne. La petite télécommande est simple d'utilisation et évite de se tromper de touches en permanence, ce qui est le cas avec la grosse .Je met 4 étoiles car un téléviseur qui reste en veille en permanence c'est impardonnable concernant la consommation et l'écologie. A moins que je n'ai pas trouvé l'astuce. Quand j'éteinds mon téléviseur avec le bouton marche arrêt à l'arrière, un voyant lumineux s'éclaire au milieu en bas de l'écran.Impossible d'y échapper sauf en arrachant la prise. "", "" Très bon conseil du vendeur Boulanger qui a su m'orienter vers ce que je recherchais. 4k, HDR... Android TV répond bien, mais est un peu lent au démarrage. La barre de son incorporée sans valoir un bon Home cinéma fait le job et est bien meilleur que des enceintes de TV classique.Une étoile en moins car on ne peux pas installer des applications telles que Disney+ ou eurosport (obligé de caster depuis le téléphone). Par contre aucuns soucis pour Netflix, my canal... Peut être plus tard dans une mise à jour.Pour terminé, en ce qui concerne le qualité d'image, rien a redire, en 4k c'est juste magnifique,et même un pauvre dessin animé en qualité 1080p rend très bien. Superbe profondeur, belle qualité des couleurs. "", "" TV au design élégant et sobre et à la qualité d'image excellente pour la gamme de prix (QLED). Equipée de la technologie HDMI2.1. La présence d'enceintes intégrées de la marque Onkyo est un plus non négligeable bien qu'une barre de son ou un Home Cinema soient plutôt recommandés pour profiter au mieux de la TV. Avec l'ODR du moment le prix est également attractif. Seul léger point négatif à ce jour: malgré Android 11, l'application Disney+ n'est pas actuellement pas disponible sur Google Play. Un APK sera nécessaire pour l'installer sur la TV. "", "" Un peu réticent au début vis à vis de cette marque mais au final, je suis heureux d'avoir sauté le pas. La dalle se révèle être de très bonne facture. L'OS android TV est fluide. Le son est également niquel. Le fait d'avoir 3 télécommandes est très astucieux. Un temps de réaction correct en activant le mode jeu lors de l'utilisation d'une console de jeu.En espérant n'avoir aucun problème avec ce produit (de type une barre de led qui tombe HS, ce qui fut le cas avec ma précédente télévision de chez la concurrence) "", "" Un peu craintif de passer de Samsung à TCL, toutes mes réserves on disparues dés la mise en route. Image magnifique avec des noirs profonds et des couleurs chaudes et éclatantes. La prise en main est extrêmement facile grâce au tuto de démarrage, par contre, un conseil, réglé vous même la qualité d'image que vous désirez, ça prend un peu de temps, mais le résultat est incomparable d'avec l'image d'usine. Le son est puissant et clair, mais si vous voulez vraiment en profiter dédié lui une barre son supplémentaire "", "" la qualité de l'image est exceptionnelle, le son est bon mais sans plus (le dolby ATMOS c'est juste de la pub), Par contre le partage video via un NAS local ne fonctionne pas correctement, le film se coupe au bout de qq minutes, voir 1h et il n'est pas possible de repartir d'ou il est coupé... dommage. J'ai pris le modèle Android TV et non la version GoogleTV, le paramétrage du compte gmail et la redescente des appli se passe bien il faudra tester les différents format video, H264, H265, HD1080, divx... ""]",TCL ,8
347,"TOSHIBA - Smart TV LED UHD 4K 43"" 43UA4B63DA",Tv 4K,"€ 369,00",Dimensione schermo-pollici : 43 pollici,True,-8.0%,[],TOSHIBA ,0
348,SAMSUNG - Smart TV Crystal UHD 4K 75” UE75AU7170-Titan Gray,Tv 4K,"€ 849,00",Dimensione schermo-pollici : 75 pollici,False,,[' Non ho potuto acquistare come volevo e quindi sono rimasto insoddisfatto '],SAMSUNG ,1
349,SAMSUNG - Smart TV QLED 4K 55” QE55Q60A-Black,Tv Qled,"€ 619,00",Dimensione schermo-pollici : 55 pollici,True,-44.0%,[],SAMSUNG ,0
350,"LG - Smart TV OLED evo 4K 55"" OLED55C26LD-Beige",Tv 4K,"€ 1.599,00",Dimensione schermo-pollici : 55 pollici,True,-24.0%,"[' Dopo un attesa trepidante di 7 giorni è finalmente arrivato il tv 55 pollici! Il marchio LG come sempre è una garanzia di qualità e anche stavolta mi ha sorpreso per la nitidezza delle immagini, il design minimal della cornice e la varietà delle applicazioni interne precaricate. Il meglio della perfezione immagine è in presenza di contenuti in 4k hd e non ha davvero paragoni. I pixel auto-illuminanti e la risoluzione 4K permettono una visione delle immagini ultra definite in ogni condizione di luce. Il processore di ultima generazione permette una flessibilità di utilizzo considerevole, e l esperienza in modalità gaming è ottimale. Forza LG! ', ' (Esta reseña se ha recibido a través de una promoción.) Mis primeras impresiones sobre el TV son sensacionales; me gusta mucho su diseño, es muy elegante. La imagen es impresionante, desde el primer momento que la vi en la tienda se podría apreciar la diferencia con otras marcas. La calidad de colores que ofrece una LG OLED es incomparable. La el sonido dolby atmos es espectacular.El sistema operativo funciona de manera muy fluida. Ofrece una conectividad muy buena con todas las plataformas y sistemas, google home, alexia, etc… es increíble poder encender y apagar la TV con la voz.Es resumen estoy muy satisfecho con la compra y recomiendo 100% este modelo y la marca LG en general. ', "" I wasn't sure whether to splash out on this TV or get a slightly cheaper one - I'm so glad I went for this model. The picture quality is unbelievable; when I first turned it on I felt like I was in a cinema. The black is BLACK and you can really see the difference between this and non-OLED TVs; it's like a whole different class. I was also pleasantly surprised to discover how excellent the sound is. The lack of bezel looks so smart and although we have it on a TV unit, it would look amazing wall-mounted as it's so slim. The magic remote control is a really fun but also practical feature. I've yet to find anything that I don't love about it! "", ' Llevo una semana con este televisor 55C2 y puedo decir que es simplemente espectacular. No se si se puede pedir mas a un televisor en la fecha de hoy. Los colores, los negros, los hdmi 2.1 y los 120 hz son los puntos fuerte que me han convencido para ir con LG en la experiencia OLED. Calidad impresionante del dolby vision en netflix y videojuegos, una  maravillosa novedad el modo filmmaker que se activa por defecto en prime video, los 120 hz que le saca maximo rendimiento visual a las consolas XSX y PS5 y el puerto eARC para conseguir el sonido dolby atmos en la barra de sonido. Una tv completa para el 2022 y muchos años a partir de ahora. ', "" Spedizione rapida e senza problemi, TV arrivato imballato in maniera sicura. Quando vuoi tirarlo fuori dalla scatola bisogna trovare la giusta presa per paura di romperlo. Una volta accesso la configurazione e facile e intuitiva. Il pannello OLED è uno spettacolo colori vivaci e il nero è veramente un altro mondo rispetto alla tecnologia a led. Qualsiasi cosa guardi la visione è eccezionale e finalmente durante le partite di calcio la palla non la vedi senza quella scia fastidiosa. L'unica cosa dove non mi trovo molto comodo e la funzione puntatore del mouse ma credo che sia più in problema mio di abitudine. Consiglio questo prodotto assolutamente "", ' Buscaba un televisor que también pudiera hacer de monitor sin renunciar a calidad de imagen y todas las ventajas añadidas para juegos, y esta LG es el idóneo tanto por añadidos como por tamaño al ser el primer panel oled de tamaño ""contenido"". Cumple con creces en ambos aspectos, calidad de imagen espectacular tanto de forma normal como que el HDR/Dolby vision, sin dejar de lado el sonido que también es muy bueno. Los 120hz se notan a la hora de jugar así como el vrr si tienes una consola de nueva generación o lo enchufas al ordenador.Todas las apps de streaming de los principales servicios, así que tampoco echarás nada de menos por ahí ', ' (Esta reseña se ha recibido a través de una promoción.) (Reseña incentivada)Televisor impresionante, con gran calidad de imagen y sonido más que aceptable. -La principal ventaja es el rango dinámico infinito, negros completamente profundos. -Tiene un buen rendimiento en el color. -El exterior de la TV está bien diseñado. -Siento que el sistema operativo se bloquea de vez en cuando, probablemente sea por las actualizaciones, pero no me acaba de convencer. -Lo más grave me parece la muestra de blancos, salen con tonalidades extrañas, con cierto color. En general una buena compra si no quieres gastar demasiado y con un uso todoterreno que funciona realmente bien. La recomiendo. ', ' (Esta reseña se ha recibido a través de una promoción.) Es el tercer TV de LG que compro, confiando siempre en la marca y, como en las anteriores ocasiones, no me ha defraudado. Bien embalada y protegida, llegó en el tiempo estimado y fue una ilusión abrirla y comenzar su puesta en marcha. Fácil montaje, con una base segura y estable para que la pantalla no corra peligro, y configuración intuitiva para ponerla en marcha lo más rápido posible.La calidad del negro puro es real, colores vivos y reales, qué más decir. La última tecnología incorporada y el mando magic una delicia para navegar con facilidad a las diferentes pantallas.Y la relación calidad precio en oferta fue muy buena.Recomendable 100%. ']",LG ,8
351,SAMSUNG - Smart TV Neo QLED 4K 65” QE65QN95B-Bright Silver,Tv Qled,"€ 2.799,00",Dimensione schermo-pollici : 65 pollici,False,,[],SAMSUNG ,0
352,"LG - Smart TV LED UHD 4K 75"" 75QNED826QB-Frozen silver",Tv 4K,"€ 1.999,00",Dimensione schermo-pollici : 75 pollici,True,-13.0%,"[' Calidad del audio excelente se escucha por toda la casa y con bastante profundidad, la calidad de imagen es otro nivel, se ve increíble, y lo mejor de todo es poder ver las cosas así de grandes (75"") es enorme el salón parece otro, parece un cine, puedes poner películas, proyectar el móvil, conectar por HDMI portátil o pc y jugar a juegos, yo juego a fortnite y se ve de locos espectacular.Puedes hacer de todo con esta TV y fácilmente. El mando esta muy bien con su puntero inalámbrico. Sueño poner también Spotify en la tele y desde el móvil controlo las canciones que escucho mientras estoy haciendo cualquier otra cosa por mi casa ', "" Il televisore ha un design semplice e minimale, si adatta bene all'ambiente anche se me lo aspettavo meno spesso. Ha un ottima qualità dell'immagine, quello che mi colpisce di più è la definizione dei colori, sono realissimi e si adattano alla luminosita dell'ambiente. Ha un buon audio di base, attivando l'AI migliora notevolmente e il suono rimane molto pulito, un ottimo risultato per delle casse integrate. Il sistema webOS è pratico e veloce, si accede comodamente a tutte le app, le piu utili sono già preinstallate. Il telecomando ha una buona impugnatura e il puntatore facilita l'utilizzo delle funzioni smart. "", ' Il sistema operativo è molto fluido e facile da usare, la pagina home è ben fatta e ti permette di andare ovunque. I colori sono vivaci e l’immagine molto nitida. Comoda la selezione delle app dal telecomando. Avrei gradito la possibilità di registrare un programma per rivederlo più tardi o sospendere una visione in diretta per riprenderla temporaneamente registrata.Esteticamente è bella, mi piace il piede d’appoggio. Che però ho coperto con la sound bar, visto che è una tv abbastanza alta da consentire l’alloggiamento della stessa sotto lo schermo. Nel complesso sono soddisfatta dell’acquisto. ', "" Grazie alla tecnologia Quantum Dot e NanoCell, la qualità delle immagini è ottima, neri perfetti e colori ben calibrati. L'audio più che promosso, nitido. Il Sistema operativo è molto veloce ed intuitivo. Esteticamente parlando è elegante e sobria, lo schermo non è molto sottile ma neanche troppo spesso, diciamo che è nella media. Ha l'opzione gaming in 4k che da una visuale davvero ottima. Questa smart tV possiede un comando puntatore che è davvero il top, veloce e comodo da utilizzare e poi ha dei tasti dedicati per le app delle tv in streaming più famosi. Si può anche collegare con ALEXA e tanti altri dispotivi in modo molto semplice. Ottimo rapporto qualità-prezzo, ottimo prodotto. Lo riacquisterei. "", ' Ero un pò scettico su questa nuova tecnologia mini led con quantum dot, ma devo dire che per adesso sono incredibilmente sorpreso, il pannello riproduce colori stupendi, vividi e ben definiti, il pannello 4k a 120 Hz con la modalitò game optimizer con le console di nuove generazione è assolutamente perfetto. Per quanto riguarda il televisore in se stesso trovo il software LG attualmente il migliore in assoluto, grandissima personalizzazione, leggero , super fluido e di facile utilizzo. Testato con le app di streaming come Netfix e Disney + sono veramente più che soddisfatto. ', "" Contentissima e stupefatta, direi ottima la visione notturna, si auto regola e la luminosità rende le immagini piu' realistiche, i colori sono più vividi e rendono l'immagine quasi tridimensionale, regala immagini più nitite chiare e pulite. Il suono è ottimo e si modula in base ai contenuti. Particolare nota va data a smart webOS, , la tv collegata ad internet permette una navigazione a 360°. L'installazione iniziale delle App è molto semplice e si può effettuare tramite l'inquadratura del QR oppure con un codice fornito. Le App di default sono utilissime e molteplici, una grafica semplice ed immediata, di facile utilizzo. Il telecomando con il puntatore permette un utilizzo veloce e preciso. Pienamente soddisfatta.- "", "" Posseggo già un televisore LG del 2020 a LED, ma ero curioso di vedere il salto di qualità promesso dal QNED di LG.La qualità e la resa dell'immagine è nettamente superiore, nei programmi della tv via cavo spicca un dettaglio dell'immagine maggiore, per non parlare della visualizzazione di contenuti 4K dove il televisore da ampio sfoggio delle sue potenzialità, facendo fruire il contenuto con una fluidità mai vista prima.Qualità audio molto buona.Il televisore è dotato di tutte le funzionalità di smart tv, collegamento ad Alexa, app infinite (Netflix, Prime, Dazn, Apple Tv, ecc,...) telecomando con puntatore comodissimo per la digitazione dei caratteri durante le ricerche e collegamento ai contenuti del telefono tramite app. "", "" Ho acquistato la nuova TV per sostituire la mia precedente LG Led del 2016. Il target era una TV Led che supportasse i 120Hz per fruire al meglio delle funzionalità gaming della PS5. Devo dire che sono molto soddisfatto. Il salto rispetto alla precedente TV é notevole. Immagini nitide e colori perfetti (certo i neri non sono quelli di un Oled). Anche i semplici canali TV risultano molto piú definiti rispetto a prima. Anche l'audio integrato fa il suo buon lavoro (anche e soprattutto grazie all'AI Sound Pro).Devo dire un ottimo acquisto. La consiglio ""]",LG ,8
353,"LG - Smart TV NanoCell 4K 75"" 75NANO886PB-Frozen Silver",Tv NanoCell,"€ 1.659,00",Dimensione schermo-pollici : 75 pollici,True,-21.0%,"["" SONO GIA' UN FELICE POSSESSORE DI UN TV OLED LG 55 E MA QUESTA VOLTA ANCHE PER RAGIONI ECONOMICHE MI SONO INDIRIZZATO ALL'ACQUISTO DI UN NANO CELL 65 CLASSE 86. POSSO DIRE CHE SONO MOLTO SODDISFATTO DEL TV DA ME ACQUISTATO. SICURAMENTE IL CONCETTO DI TV RISPETTO AGLI OLED E' DIVERSO MA IL PRODOTTO DA ME COMPRATO E' ECCELLENTE NEI COLOR ED ECCELLENTE NEL SOFTWARE. I NERI NON SONO COSI' PROFONDI MA NEL COMPLESSO VANNO PIU' CHE BENE. RAPPORTO PREZZO QUALITA' ECCELLENTE. "", ' (Esta reseña se ha recibido a través de una promoción.) Hace unos días tuve la oportunidad de adquirir este producto y no tengo más que buenas palabras hacia éste. La resolución de imagen, la nitidez, la facilidad en el uso de la instrumental y la variedad de opciones superan por mucho el coste del producto. La relación precio-calidad es increíble!!! Compra recomendada!!!! ', ' (Esta reseña se ha recibido a través de una promoción.) Es un televisor que desde que lo sacas de la caja se observa su calidad. En cuanto a la imagen, decir que es totalmente increíble. Tanto en cine como en los canales digitales, la calidad de imagen es asombrosa. Sin duda alguna es la mejor opción en este rango de precio. LA RECOMIENDO A TODO EL MUNDO! ', ' Es el segundo televisor LG que compro y muy contento siempre por que es accesible al bolsillo y cumple con los máximos estándares de calidad. En mi caso la televisión de 75"" es como tener cine en casa en altísima definición. La experiencia con mi consola también ha sido excelente ', ' Compré este televisor hace un mes, y no puedo estar más contento, es como tener cine en casa, y ya no por la pantalla de 75 "" la calidad de la imagen es increíble, tengo otro televisor OLED de LG de hace un año y no tiene nada que envidiar a éste NANOCELL. ', ' (Esta reseña se ha recibido a través de una promoción.) Acabo de comprar este producto para una pequeña sala de cine que estoy montando en casa y es perfecta, con muchas funciones y muy intuitivas. El sonido propio de la TV sin contar con la barra de sonido es bastante potente de partida. ', ' (Esta reseña se ha recibido a través de una promoción.) Compre este televisor en noviembre del año pasado y estoy enfadada. La calidad de la imagen y sonido es muy buena así como la mayoría de la funciones que tiene la tele . Sin duda volvería a comprar una televisión LG ', ' Compramos esta tele hace una semana y aún estamos descubriendo nuevas funciones pero de momento, solo podemos decir que se ve de cine y el sonido es espectacular. Casi que no hace falta ni tener un home cinema. ']",LG ,8
354,"LG - Smart TV OLED 4K 77"" OLED77C16LA-Bianco",Tv 4K,"€ 2.799,00",Dimensione schermo-pollici : 77 pollici,True,-30.0%,"[' Sono 3 mesi che utilizzo questo splendido televisore e ogni volta che lo accendo, rimango soddisfatto dell ottimo acquisto.. La velocità di accensione e la rapidità del suo software fanno di questa Tv il più avanzato mezzo tecnologico per gustare i migliori film e serie del momento. La regolazione in ogni particolare delle sue impostazioni lo rendono perfetto per ogni utilizzo, ( serie TV, film in alta risoluzione e videogiochi). L audio è soddisfacente (anche se ho utilizzato la mia soundbar LG per perfezionare il suono). Per gli amanti delle TV consiglio in pieno il suo acquisto. ', "" sono molto soddisfatto. Immagine straordinaria, ma mi ha sorpreso soprattutto la qualità del surround virtuale. Ampia possibilità di personalizzazione tramite impostazioni, sempre guidate tramite utilissimi pop up che descrivono la funzione e guidano nella scelta (consiglio comunque di consultare il manuale d'uso, scaricabile dal proprio profilo, redatto benissimo). Qualche difficoltà nella connessione cablata tramite LAN (probabilmente perché ha di default connessioni IPV6): dopo disattivazione dell' IPV6, il riconoscimento automamatico non mi è riuscito nonostante l'abilitazione DHCP del router; ho proceduto con la configurazione manuale, un po' macchinosa per la successione di conferme, ma alla fine riaccendendo l'apparecchio si è connesso, sembra stabilmente. "", ' Ottima Tv e Ottimo soft per ""ottimizzare"" i vari tipi di visioneLe app funzionano benissimo.Alcuni ""tentennamenti"" 1) nella scala di grigi fino al 5% il pannello non è per niente uniforme (vignette nei quattro angoli) , oltre queste ""misurazioni"" è perfetto2)Il menu è , a volte , lento e scompare la funzionalità di ""rapporto di aspetto"" (bisogna staccare la tv dalla distribuzione elettrica e riagganciarla dopo qualche minuto.3) L\'assenza del DTS!4) la presa HDMI posteriore , no! ', "" Da circa due mesi ho acquistato questo smart tv LG e sono soddisfatto.La qualità delle immagini è davvero notevole e l'audio non è da meno.Uso delle principali app fluido e senza intoppi e ottimo supporto alla lettura di file esterni su HDD tramite la porta usb.Un design piacevole ma pulito e l'uso facile ed intuitivo completano la mia opinione più che positiva.Spesso quando si acquista una tv si ha sempre il timore di restare un pò delusi, ma con questa tv non avrete rimpianti. "", "" Possedevo già un tv LG del tipo Full HD e nulla mi avrebbe fatto scegliere un marchio differente per il nuovo arrivato in casa. Esteticamente per me è pazzesco, si inserisce perfettamente in un arredamento moderno ma anche accostato ad uno stile più classico si integra perfettamente. Anche da spento, arreda! Una volta collegato è stato immediato configurare tutto, scaricare app e attivare quelle preinstallate con i propri account. La qualità video che dipende unicamente dalla qualità del segnale che arriva, si vede che ha un potenziale incredibile. Speriamo nel DVB-T2, perchè al momento, salvo segnali da chiavette o similari, dall'antenna si nota solo un leggero miglioramento rispetto al vecchio Full HD. Sono fiducioso. Ultima chicca, il telecomando puntatore, solo quando lo hai capisci cosa ancora mancava in casa. "", "" Passando dal CX al C1 non c'è molto da esaltarsi....siamo già quasi al top.Miglioramenti percepibili (per l'occhio piu attento) ma sostanzialmente identici, e oserei dire trascurabili, per i neofiti (leggi: gente comune).Peccato invece per l'interfaccia utente, diventata molto, MA MOLTO, più invasiva.Quasi indispettisce per il massiccio bombardamento di cose non chieste.Avrei preferito un approccio piu minimal...e RISPETTOSO dell'utente. "", "" A parte l' estetica che è molto accattivante, con i bordi veramente sottili e un mobile con il retro chiaro, lo schermo rende veramente reali le immagini. Al limite ci sono da fare alcune regolazioni dei colori, ma la visione è sempre gradevole.Buono l' audio, anche se mi aspettavo qualcosa di più profondo.Alcune pecche nel sistema webos, ma i software si mettono a posto con il tempo. "", "" PRO: Ottimo televisore, eccellenti qualità di immagini 4K/HDR, utilissimo sistema DLNACONTRO: WebOS pratico ed intuitivo, ma molto scarso sotto l'aspetto applicativo. Esistono altri S.O. con un pacchetto applicativo neanche a paragone con WebOS (magari aggiorneranno, si spera)Superficie in vetro riflettente (molto fastidioso, a volte bisogna essere al buio totale per alcuni film) ""]",LG ,8
355,"PANASONIC - Smart TV LED 4K HDR Android TV 58"" TX-58JX800E-NERO",Tv 4K,"€ 665,00",Dimensione schermo-pollici : 58 pollici,True,-33.0%,[],PANASONIC ,0
356,"SONY - SMART TV BRAVIA OLED MasterSeries 4K 77"" XR77A80J",Tv 4K,"€ 2.751,00",Dimensione schermo-pollici : 77 pollici,True,-31.0%,"["" L'image est propre et il n'y a aucune saccade grâce à sa fréquence élevée. Les jeux de la Nintendo Switch passe à merveille et l'affichage frise la perfection. Le son est plutôt bien et il se règle automatiquement à l'aide la télécommande. L'os androïd est pour moi un excellent plus. Avec googleplay, j'ai pu installer une application qui me permet de regarder des films depuis un serveur local. En somme, c'est la télévision idéale ! Reste à voir si elle va bien vieillir. "", ' Très bon produit, la qualité d\'image Sony est toujours aussi parfaite.Évidemment sur du OLED la luminosité est un peu plus faible que sur une dalle LCD, mais compensable par quelques petits réglages en mode expert.  Pour le reste, les couleurs sont TOP, sont justes, les noirs sont absolus (merci le OLED), le tout est largement au-dessus des QLED et autres dalles LCD. Par rapport aux autres TV OLED toutes marques, le processeur vidéo ""Sony Cognitive Processor XR"" fait la différence, le traitement de l\'image est juste parfait, seule les Sony A95 sont au-dessus. PS : Un grand merci à Boulanger pour leur professionnalisme et réactivité à remplacer le produit à la suite d’une erreur de manipulation de la part des livreurs. (On doit toujours déplacer et manipuler une TV OLED de grande taille verticalement et non à plat ) ', "" Qualité image parfaite par contre les décodages surround ne fonctionnent pas sur les chaines françaises alors qu'ils fonctionnent sur les chaines allemandes c'est vraiment décevant pour une télé qui coute assez chère et surtout de la part de Sony. J'espère qu'il prévoit une mise à jour, j'ai trouvé le son super pour une télé  on peut le pousser assez fort sans distorsion. "", ' TV en panne après 3 mois d’utilisation. Compte tenu du prix je croise les doigts pour que la prise en charge se fasse correctement ! Apparition de 3 bandes noires verticales sans explication. Je penche pour un défaut de la dalle Les symptômes empirent, l’écran se coupe… dans l’attente de l’intervention du technicien Sony ! ', "" Très bien car, lorsque la source est correcte (même en provenance de la TNT : Arte), l'image est très bonne malgré la taille de l'écran. Les noirs sont réellement très profonds. Et c'est du bonheur malgré les seulement 3.5 m de recul que nous avons.  Les Mais... : au niveau image, quelques traces fantômes sur les sous-titres des chaines d'info. Sur le plan pratique : une documentation grosse comme un annuaire mais quasiment aucune information sur le téléviseur lui-même ; par contre, il est bien notifié qu'il ne faut pas le plonger dans l'eau ni frapper dessus avec une masse, et ceci en en plus de 150 langues. Génial ! Et le top : une fois installé au mur, plus moyen d'accéder à la majeure partie des branchements : il faut le dépendre !! Et ça n'est pas rien !! Sony n'a pas dénié faire comme tant d'autres modèles précédents, en laissant l'accès par le dessous. Ca met bien en colère quand on veut changer un branchement... Je leur demanderais bien si c'est du mépris ou de l' incompétence... "", "" Pour utiliser cette télé il faut de nombreuses explications et sa pose murale est complexe.. Vu ses nombreuses applications un technicien qualifié et pédagogue est nécessaire ce qui n'a pas été le cas lors du premier contact lors de la livraison. "", ' Bonjour, très satisfait de mon achat même si prix élevé. La qualité d’image est au rendez vous. Vivement la fibre par chez moi que je puisse exploiter pleinement les capacités de la TV ! ', ' Superbe écran avec une image extraordinaire Le son n’est pas en reste Même si le prix semble élevé , le rapport qualité/prix est bon ']",SONY ,8
